FECHA,NO,NOX,NO2,CO,HORA,SO2,O3
03/12/2022,43.0,72.0,29.0,0.45,5.0,4.0,2.0
18/02/2022,1.0,15.0,14.0,0.08,4.0,1.0,31.0
26/10/2022,27.4,58.8,31.6,0.4,4.0,1.0,2.0
31/12/2022,3.0,27.0,24.0,0.5,4.0,0.0,6.0
06/08/2022,3.0,20.0,17.0,0.23,20.0,1.0,26.0
03/10/2022,6.0,23.0,18.0,0.18,24.0,4.0,17.0
03/05/2022,1.0,24.0,23.0,0.5279999999999999,21.0,1.0,59.0
05/04/2022,1.0,22.0,21.0,0.05,3.0,1.0,27.0
13/07/2022,2.0,18.0,16.0,0.21,15.0,1.0,92.0
05/05/2022,1.0,24.0,23.0,0.5279999999999999,21.0,1.0,60.0
28/09/2022,15.0,36.0,21.0,0.31,9.0,2.0,19.0
20/09/2022,8.0,20.0,12.0,0.04,4.0,0.0,13.0
08/03/2022,5.0,27.0,22.0,0.13,24.0,1.0,14.0
03/10/2022,13.0,31.0,18.0,0.13,4.0,3.0,11.0
01/02/2022,8.8,34.8,26.0,0.25,24.0,1.0,14.0
31/05/2022,6.0,32.0,26.0,0.33,11.0,24.0,47.0
29/10/2022,3.6,21.0,17.4,0.31,18.0,1.0,53.0
28/04/2022,4.0,31.0,27.0,0.556,13.0,2.0,86.0
28/11/2022,53.0,99.0,47.0,1.06,24.0,2.0,1.0
04/12/2022,3.0,32.0,29.0,0.38,20.0,5.0,28.0
09/02/2022,1.0,16.0,14.0,0.14,18.0,1.0,39.0
19/07/2022,3.0,27.0,25.0,0.14,21.0,1.0,32.0
04/03/2022,4.0,28.0,24.0,0.33,18.0,3.0,35.0
28/10/2022,3.2,22.8,20.0,0.46,22.0,1.0,12.0
04/10/2022,3.0,36.0,33.0,0.55,16.0,3.0,73.0
01/06/2022,31.0,58.0,27.0,0.46,7.0,2.0,4.0
05/07/2022,65.0,102.0,37.0,1.13,9.0,3.0,4.0
19/07/2022,12.0,61.0,48.0,0.66,12.0,4.0,52.0
09/11/2022,3.0,18.0,15.0,0.12,15.0,3.0,65.0
26/11/2022,2.0,16.0,14.0,0.19,15.0,1.0,67.0
28/09/2022,4.0,25.0,21.0,0.12,21.0,1.0,25.0
18/10/2022,14.2,39.4,25.0,0.09,2.0,1.0,15.0
22/08/2022,4.0,18.0,14.0,0.15,2.0,2.0,11.0
26/02/2022,34.0,74.0,41.0,0.75,10.0,23.0,14.0
12/12/2022,29.0,63.0,33.0,0.61,3.0,2.0,1.0
28/06/2022,7.0,27.0,20.0,0.32,20.0,1.0,13.0
05/11/2022,4.0,21.0,17.0,0.2,12.0,2.0,60.0
17/06/2022,5.0,19.0,14.0,0.13,2.0,1.0,16.0
05/03/2022,3.0,35.0,32.0,0.46,2.0,1.0,7.0
26/08/2022,12.0,32.0,20.0,0.07,5.0,1.0,12.0
30/04/2022,22.0,55.0,33.0,0.32,4.0,1.0,12.0
31/03/2022,69.0,123.0,55.0,1.31,9.0,3.0,7.0
10/02/2022,2.0,19.0,17.0,0.15,19.0,1.0,26.0
12/04/2022,1.0,15.0,15.0,0.25,15.0,1.0,66.0
13/11/2022,2.0,27.0,25.0,0.22,19.0,2.0,41.0
02/03/2022,4.0,27.0,23.0,0.08,23.0,12.0,18.0
22/06/2022,13.0,38.0,26.0,0.43,22.0,1.0,2.0
20/07/2022,29.0,70.0,41.0,0.61,10.0,4.0,19.0
26/07/2022,1.0,15.0,13.0,0.33,15.0,1.0,84.0
08/08/2022,7.0,31.0,24.0,0.31,22.0,0.0,10.0
13/09/2022,5.0,20.0,15.0,0.23,18.0,1.0,36.0
04/09/2022,6.0,30.0,23.0,0.48,20.0,1.0,11.0
26/03/2022,100.0,143.0,44.0,0.67,5.0,10.0,1.0
08/08/2022,5.0,25.0,19.0,0.23,23.0,0.0,12.0
21/09/2022,7.0,24.0,17.0,0.15,20.0,1.0,19.0
06/01/2022,182.0,229.0,47.0,1.5,7.0,4.0,0.0
09/04/2022,1.0,25.0,24.0,0.36,17.0,3.0,72.0
19/03/2022,2.0,23.0,21.0,0.35,19.0,1.0,35.0
18/09/2022,11.0,35.0,24.0,0.38,20.0,1.0,7.0
04/06/2022,8.0,29.0,21.0,0.21,2.0,1.0,20.0
28/02/2022,11.0,43.0,32.0,0.34,20.0,1.0,16.0
02/11/2022,2.0,17.0,15.0,0.2,16.0,3.0,88.0
07/12/2022,51.0,105.0,54.0,1.12,1.0,3.0,2.0
15/11/2022,53.0,113.0,60.0,1.0,10.0,7.0,12.0
02/08/2022,2.0,25.0,23.0,0.44,15.0,2.0,96.0
09/08/2022,3.0,13.0,9.0,0.08,3.0,0.0,14.0
29/08/2022,2.0,21.0,19.0,0.37,17.0,1.0,99.0
02/09/2022,5.0,22.0,17.0,0.19,24.0,1.0,13.0
17/10/2022,58.0,100.2,42.0,1.07,8.0,3.0,2.0
18/07/2022,5.0,31.0,26.0,0.22,22.0,1.0,14.0
02/03/2022,6.0,41.0,35.0,0.24,21.0,2.0,13.0
19/10/2022,5.0,33.2,28.0,0.15,24.0,1.0,17.0
28/03/2022,2.0,42.0,39.0,0.53,22.0,2.0,36.0
24/06/2022,5.0,19.0,14.0,0.06,3.0,4.0,10.0
28/06/2022,7.0,18.0,11.0,0.07,3.0,1.0,10.0
04/06/2022,2.0,13.0,11.0,0.1,17.0,5.0,72.0
31/08/2022,11.4,37.6,26.2,0.32999999999999996,3.0,1.0,10.0
27/04/2022,3.0,18.0,15.0,0.318,17.0,1.0,58.0
01/11/2022,7.0,42.0,35.0,0.45,5.0,1.0,5.0
27/02/2022,3.0,19.0,16.0,0.11,24.0,10.0,15.0
27/10/2022,34.2,64.6,30.0,1.35,9.0,3.0,1.0
18/01/2022,8.0,40.0,32.0,0.41,13.0,1.0,50.0
12/05/2022,9.0,32.0,23.0,0.33,10.0,2.0,35.0
